S. No.,Student Name,Student Email id,First Login Date,Active Status,Gender,Institute Name,Institute City,Institute State,Grade,Volunteer
1321,Shaili Pankajakshan,spankajakshan@gmail.com,11-04-2022,FALSE,Female,XYZ School Of Engineering,Aligarh,Uttar Pradesh,Professional,FALSE
1322,Syamantak Santanu,ssantanu@gmail.com,09-09-2022,FALSE,Male,XYZ Pu College,Pune,Maharashtra,Grade 8-12,FALSE
1323,Jugnu Ramprakesh,jramprakesh@gmail.com,15-07-2022,FALSE,Male,XYZ School Of Engineering,Nashik,Maharashtra,Graduate,FALSE
1324,Maheepati Shailesh,mshailesh@gmail.com,26-06-2022,FALSE,Male,XYZ Pu College,Thiruvananthapuram,Kerala,Professional,FALSE
1325,Vidyut Tejeshwar Ranhotra,vtejeshwar@gmail.com,14-04-2022,FALSE,Male,XYZ Public School,Balaghat,Madhya Pradesh,Grade 6-8,FALSE
1326,Tarit Manjunath,tmanjunath@gmail.com,06-07-2022,FALSE,Male,XYZ School Of Engineering,Dhenkanal,Odisha,Postgraduate,TRUE
1327,Mamata Esha Vajpeyi,mesha@gmail.com,28-03-2022,FALSE,Female,XYZ School Of Law,Delhi,Delhi,Professional,TRUE
1328,Toshan Raven,traven@gmail.com,08-02-2022,FALSE,Male,XYZ School Of Commerce,Rae Bareli,Uttar Pradesh,Graduate,TRUE
1329,Anamika Raychaudhari,araychaudhari@gmail.com,03-05-2022,TRUE,Female,XYZ School Of Lifeskills,Ahmedabad,Gujarat,Graduate,FALSE
1330,Medini Pals,mpals@gmail.com,23-02-2022,FALSE,Female,XYZ Pu College,Allahabad,Uttar Pradesh,Grade 8-12,TRUE
1331,Simrit Jinturkar,sjinturkar@gmail.com,23-06-2022,FALSE,Female,XYZ School Of Management Studies,Chennai,Tamil Nadu,Others,FALSE
1332,Lalitamohana Virani,lvirani@gmail.com,16-08-2022,TRUE,Female,XYZ School Of Architecture,Indore,Madhya Pradesh,Graduate,TRUE
1333,Induja Thyagaraju,ithyagaraju@gmail.com,16-02-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Jodhpur,Rajasthan,Postgraduate,TRUE
1334,Arivalagan Pennathur,apennathur@gmail.com,02-08-2022,FALSE,Male,XYZ Public School,Bilaspur,Chhattisgarh,Grade 6-8,FALSE
1335,Chanchal Haryadi,charyadi@gmail.com,20-04-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Porbandar,Gujarat,Graduate,FALSE
1336,Aftab Mitul,amitul@gmail.com,07-07-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Indore,Madhya Pradesh,Others,TRUE
1337,Shashwat Mitra,smitra@gmail.com,28-08-2022,FALSE,Male,XYZ Pu College,Nagpur,Maharashtra,Grade 8-12,TRUE
1338,Ramkumar Luthra,rluthra@gmail.com,12-04-2022,TRUE,Male,XYZ School Of Lifeskills,Rae Bareli,Uttar Pradesh,Postgraduate,FALSE
1339,Marut Nashier,mnashier@gmail.com,16-05-2022,FALSE,Male,XYZ School Of Law,Nashik,Maharashtra,Graduate,FALSE
1340,Idris Saibal,isaibal@gmail.com,23-09-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Bilaspur,Chhattisgarh,Professional,FALSE
1341,Anamika Raychaudhari,araychaudhari@gmail.com,28-03-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Jaipur,Rajasthan,Graduate,FALSE
1342,Ripudaman Sourajyoti,rsourajyoti@gmail.com,06-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Indore,Madhya Pradesh,Professional,FALSE
1343,Tehzeeb Thangavadivelu,tthangavadivelu@gmail.com,12-02-2022,FALSE,Female,XYZ School Of Commerce,Meerut,Uttar Pradesh,Postgraduate,FALSE
1344,Safia Dua,sdua@gmail.com,15-03-2022,FALSE,Female,XYZ School Of Architecture,Delhi,Delhi,Professional,FALSE
1345,Pavana Nilima,pnilima@gmail.com,30-10-2022,TRUE,Female,XYZ Public School,Allahabad,Uttar Pradesh,Grade 6-8,FALSE
1346,Marisa Swetha,mswetha@gmail.com,03-04-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Kochi,Kerala,Postgraduate,TRUE
1347,Taj Dharanidhar Murli,tdharanidhar@gmail.com,03-06-2022,FALSE,Male,XYZ Public School,Balaghat,Madhya Pradesh,Grade 6-8,TRUE
1348,Nikhilesh Probal,nprobal@gmail.com,11-07-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Ajmer,Rajasthan,Others,TRUE
1349,Veera Gurudutt,vgurudutt@gmail.com,15-07-2022,TRUE,Male,XYZ School Of Engineering,Lucknow,Uttar Pradesh,Graduate,TRUE
1350,Manjusri Privrata,mprivrata@gmail.com,13-05-2022,TRUE,Female,XYZ School Of Lifeskills,Vellore,Tamil Nadu,Postgraduate,TRUE
1351,Mahabahu Ramanand,mramanand@gmail.com,26-02-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Jaipur,Rajasthan,Postgraduate,TRUE
1352,Chandrika Bhanghoo,cbhanghoo@gmail.com,07-02-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Ajmer,Rajasthan,Graduate,TRUE
1353,Kush Keyush,kkeyush@gmail.com,28-06-2022,TRUE,Male,XYZ Pu College,Belagavi,Karnataka,Professional,FALSE
1354,Kanaka Tirumalai,ktirumalai@gmail.com,11-08-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Moradabad,Uttar Pradesh,Postgraduate,FALSE
1355,Kusumanjali Sashi Manchanda,ksashi@gmail.com,23-08-2022,TRUE,Female,XYZ Public School,Allahabad,Uttar Pradesh,Grade 8-12,TRUE
1356,Panchanan Harsha Kaikini,pharsha@gmail.com,09-07-2022,FALSE,Male,XYZ School Of Engineering,Delhi,Delhi,Postgraduate,TRUE
1357,Kanad Kodandarami,kkodandarami@gmail.com,24-07-2022,FALSE,Male,XYZ Public School,Bhubaneswar,Odisha,Grade 6-8,TRUE
1358,Ramkumar Luthra,rluthra@gmail.com,01-10-2022,FALSE,Male,XYZ Public School,Allahabad,Uttar Pradesh,Grade 8-12,TRUE
1359,Neeta Madhana,nmadhana@gmail.com,22-07-2022,TRUE,Female,XYZ Pu College,Cuttack,Odisha,Postgraduate,TRUE
1360,Dharma Suthar,dsuthar@gmail.com,27-04-2022,FALSE,Male,XYZ School Of Law,Ahmednagar,Maharashtra,Professional,FALSE
1361,Samhita Chhachhi,schhachhi@gmail.com,31-07-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Aligarh,Uttar Pradesh,Graduate,TRUE
1362,Shejali Ragha,sragha@gmail.com,04-08-2022,FALSE,Female,XYZ School Of Law,Madurai,Tamil Nadu,Graduate,FALSE
1363,Mrinalini Ghosal,mghosal@gmail.com,15-08-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Thiruvananthapuram,Kerala,Professional,FALSE
1364,Satyarupa Irani,sirani@gmail.com,12-05-2022,TRUE,Female,XYZ School Of Architecture,Ahmedabad,Gujarat,Graduate,FALSE
1365,Rajnandhini Raven,rraven@gmail.com,20-02-2022,TRUE,Female,XYZ School Of Management Studies,Mumbai,Maharashtra,Professional,TRUE
1366,Fateh Vajpeyi,fvajpeyi@gmail.com,10-04-2022,TRUE,Male,XYZ School Of Management Studies,Bilaspur,Chhattisgarh,Professional,FALSE
1367,Shrish Venu,svenu@gmail.com,03-09-2022,FALSE,Male,XYZ School Of Management Studies,Ajmer,Rajasthan,Postgraduate,TRUE
1368,Shikha Sajan,ssajan@gmail.com,27-05-2022,TRUE,Male,XYZ Public School,Tirunelveli,Tamil Nadu,Grade 8-12,TRUE
1369,Shreemayi Shameena Prassana,sshameena@gmail.com,22-05-2022,TRUE,Female,XYZ Public School,Pune,Maharashtra,Grade 8-12,FALSE
1370,Madhukanta Khanderia,mkhanderia@gmail.com,16-08-2022,FALSE,Male,XYZ School Of Commerce,Bharatpur,Rajasthan,Others,TRUE
1371,Deepa Nivedita,dnivedita@gmail.com,16-07-2022,FALSE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 8-12,FALSE
1372,Nishesh Seri,nseri@gmail.com,03-07-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Meerut,Uttar Pradesh,Graduate,TRUE
1373,Anamika Raychaudhari,araychaudhari@gmail.com,29-09-2022,FALSE,Female,XYZ School Of Commerce,Chennai,Tamil Nadu,Professional,FALSE
1374,Gomati Malavika,gmalavika@gmail.com,23-10-2022,TRUE,Female,XYZ School Of Architecture,Bhilai Nagar,Chhattisgarh,Graduate,FALSE
1375,Ashok Shandar Vattikota,ashandar@gmail.com,01-05-2022,TRUE,Male,XYZ Pu College,Bengaluru,Karnataka,Professional,TRUE
1376,Jyotika Shomik,jshomik@gmail.com,18-02-2022,FALSE,Female,XYZ School Of Management Studies,Bilaspur,Chhattisgarh,Postgraduate,TRUE
1377,Punarnava Randeep,prandeep@gmail.com,12-09-2022,TRUE,Female,XYZ School Of Engineering,Agra,Uttar Pradesh,Graduate,TRUE
1378,Hita Maina Shafiqul,hmaina@gmail.com,03-10-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Bhopal,Madhya Pradesh,Postgraduate,FALSE
1379,Balaji Sarat,bsarat@gmail.com,01-03-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Graduate,TRUE
1380,Padmakali Shadilya,pshadilya@gmail.com,05-07-2022,TRUE,Female,XYZ School Of Commerce,Kanpur,Uttar Pradesh,Postgraduate,TRUE
1381,Nibodh Mrudaya,nmrudaya@gmail.com,14-05-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Jodhpur,Rajasthan,Graduate,TRUE
1382,Jayita Kodanda,jkodanda@gmail.com,13-02-2022,TRUE,Female,XYZ School Of Management Studies,Jamnagar,Gujarat,Professional,TRUE
1383,Shulka Selvam,sselvam@gmail.com,31-07-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Raipur,Chhattisgarh,Graduate,TRUE
1384,Sita Diwan,sdiwan@gmail.com,26-07-2022,TRUE,Female,XYZ School Of Law,Rae Bareli,Uttar Pradesh,Professional,TRUE
1385,Martand Omarjeet,momarjeet@gmail.com,07-09-2022,TRUE,Male,XYZ Pu College,Jaipur,Rajasthan,Postgraduate,TRUE
1386,Soorat Manivanan,smanivanan@gmail.com,11-07-2022,FALSE,Female,XYZ School Of Engineering,Raipur,Chhattisgarh,Postgraduate,TRUE
1387,Vanaja Tummala,vtummala@gmail.com,22-04-2022,FALSE,Female,XYZ School Of Engineering,Bilaspur,Chhattisgarh,Graduate,TRUE
1388,Shabari Keshaw,skeshaw@gmail.com,03-03-2022,TRUE,Female,XYZ Pu College,Pune,Maharashtra,Grade 8-12,TRUE
1389,Lokranjan Nilufar,lnilufar@gmail.com,20-09-2022,TRUE,Male,XYZ School Of Engineering,Bilaspur,Chhattisgarh,Graduate,TRUE
1390,Kamna Yalamanchilli,kyalamanchilli@gmail.com,16-02-2022,FALSE,Female,XYZ School Of Law,Mumbai,Maharashtra,Graduate,TRUE
1391,Manmayi Sagdo,msagdo@gmail.com,06-06-2022,FALSE,Female,XYZ School Of Management Studies,Nashik,Maharashtra,Postgraduate,FALSE
1392,Harmendra Thakur,hthakur@gmail.com,03-10-2022,FALSE,Male,XYZ School Of Management Studies,Kochi,Kerala,Professional,TRUE
1393,Manjusri Privrata,mprivrata@gmail.com,22-02-2022,TRUE,Female,XYZ School Of Engineering,Porbandar,Gujarat,Postgraduate,FALSE
1394,Suryabhan Makhija,smakhija@gmail.com,06-10-2022,FALSE,Male,XYZ School Of Law,Bhilai Nagar,Chhattisgarh,Postgraduate,TRUE
1395,Jihan Purumitra Semerkant,jpurumitra@gmail.com,26-03-2022,FALSE,Male,XYZ Public School,New Delhi,Delhi,Grade 8-12,FALSE
1396,Tamkinat Ramadhin,tramadhin@gmail.com,23-08-2022,FALSE,Male,XYZ School Of Architecture,Agra,Uttar Pradesh,Professional,FALSE
1397,Anamika Raychaudhari,araychaudhari@gmail.com,15-10-2022,FALSE,Female,XYZ School Of Engineering,Bhilai Nagar,Chhattisgarh,Professional,TRUE
1398,Ishana Rajkumari Vasuki,irajkumari@gmail.com,19-02-2022,FALSE,Female,XYZ School Of Commerce,Vadodara,Gujarat,Graduate,FALSE
1399,Tarunima Shaila,tshaila@gmail.com,29-05-2022,FALSE,Female,XYZ School Of Engineering,Lucknow,Uttar Pradesh,Professional,TRUE
1400,Shamita Kachwaha,skachwaha@gmail.com,05-03-2022,TRUE,Female,XYZ Pu College,Nashik,Maharashtra,Graduate,FALSE
1401,Laasya Mantri,lmantri@gmail.com,16-09-2022,TRUE,Female,XYZ Public School,Varanasi,Uttar Pradesh,Grade 6-8,TRUE
1402,Anuttam Raguraman,araguraman@gmail.com,20-09-2022,FALSE,Male,XYZ Pu College,Bilaspur,Chhattisgarh,Grade 8-12,FALSE
1403,Mohak Varuni,mvaruni@gmail.com,05-02-2022,TRUE,Male,XYZ School Of Engineering,Jabalpur,Madhya Pradesh,Graduate,TRUE
1404,Lav Lalji,llalji@gmail.com,26-03-2022,TRUE,Male,XYZ School Of Lifeskills,Vadodara,Gujarat,Others,FALSE
1405,Jayalalita Ihina Engineer,jihina@gmail.com,28-08-2022,FALSE,Female,XYZ Public School,Jabalpur,Madhya Pradesh,Grade 6-8,FALSE
1406,Umang Radhabinod,uradhabinod@gmail.com,17-02-2022,FALSE,Male,XYZ Public School,Tirunelveli,Tamil Nadu,Grade 6-8,TRUE
1407,Subrata Tamhane,stamhane@gmail.com,19-06-2022,TRUE,Male,XYZ School Of Engineering,Allahabad,Uttar Pradesh,Postgraduate,FALSE
1408,Vidyut Nartan Kadak,vnartan@gmail.com,29-08-2022,FALSE,Male,XYZ School Of Law,Thiruvananthapuram,Kerala,Professional,FALSE
1409,Atmananda Sira,asira@gmail.com,15-04-2022,TRUE,Male,XYZ Public School,Bhilai Nagar,Chhattisgarh,Grade 6-8,FALSE
1410,Siddheshwari Tanuja Vijaya,stanuja@gmail.com,17-03-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Bhubaneswar,Odisha,Graduate,TRUE
1411,Changuna Gutala,cgutala@gmail.com,16-04-2022,FALSE,Female,XYZ School Of Engineering,Varanasi,Uttar Pradesh,Postgraduate,TRUE
1412,Champak Durjaya Varuni,cdurjaya@gmail.com,28-08-2022,FALSE,Male,XYZ School Of Law,Bhiwandi,Maharashtra,Postgraduate,FALSE
1413,Pathik Baridbaran Naseer,pbaridbaran@gmail.com,11-04-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Bikaner,Rajasthan,Graduate,TRUE
1414,Ranajit Nira,rnira@gmail.com,06-07-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Raigarh,Chhattisgarh,Graduate,FALSE
1415,Soorat Manivanan,smanivanan@gmail.com,09-04-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Rae Bareli,Uttar Pradesh,Graduate,FALSE
1416,Shivlal Shroff,sshroff@gmail.com,11-04-2022,TRUE,Male,XYZ School Of Architecture,Allahabad,Uttar Pradesh,Postgraduate,TRUE
1417,Kanad Kodandarami,kkodandarami@gmail.com,12-02-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Pune,Maharashtra,Graduate,FALSE
1418,Chandramohan Sandipa,csandipa@gmail.com,28-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Madurai,Tamil Nadu,Graduate,FALSE
1419,Kiranmala Mudigonda,kmudigonda@gmail.com,07-03-2022,FALSE,Female,XYZ School Of Management Studies,Varanasi,Uttar Pradesh,Graduate,TRUE
1420,Induja Thyagaraju,ithyagaraju@gmail.com,14-03-2022,TRUE,Female,XYZ School Of Engineering,Dhenkanal,Odisha,Graduate,TRUE
1421,Ramkrishna Sudhir Anand,rsudhir@gmail.com,08-09-2022,TRUE,Male,XYZ Public School,New Delhi,Delhi,Grade 8-12,FALSE
1422,Harini Shrigauri Joardar,hshrigauri@gmail.com,24-09-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Raigarh,Chhattisgarh,Professional,TRUE
1423,Sushrut Milan,smilan@gmail.com,11-03-2022,TRUE,Male,XYZ School Of Architecture,Jaipur,Rajasthan,Postgraduate,FALSE
1424,Vilina Bhagyamma,vbhagyamma@gmail.com,23-07-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Meerut,Uttar Pradesh,Graduate,TRUE
1425,Surotama Jinen,sjinen@gmail.com,29-08-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Aligarh,Uttar Pradesh,Graduate,FALSE
1426,Pankaj Rajdulari Jonnalagadda,prajdulari@gmail.com,23-04-2022,TRUE,Male,XYZ Pu College,Raipur,Chhattisgarh,Postgraduate,TRUE
1427,Swapnasundari Gavarasana,sgavarasana@gmail.com,09-07-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Postgraduate,TRUE
1428,Jayita Kodanda,jkodanda@gmail.com,02-09-2022,TRUE,Female,XYZ School Of Lifeskills,Ahmedabad,Gujarat,Graduate,TRUE
1429,Shaili Pankajakshan,spankajakshan@gmail.com,26-06-2022,FALSE,Female,XYZ School Of Commerce,Ahmedabad,Gujarat,Graduate,FALSE
1430,Saurav Tammana,stammana@gmail.com,24-09-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Sambalpur,Odisha,Others,FALSE
1431,Ashima Sangodkar,asangodkar@gmail.com,22-03-2022,TRUE,Female,XYZ School Of Architecture,Aligarh,Uttar Pradesh,Professional,FALSE
1432,Jharna Chandra,jchandra@gmail.com,13-04-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Jamnagar,Gujarat,Graduate,FALSE
1433,Sushanti Uddin,suddin@gmail.com,05-09-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Madurai,Tamil Nadu,Others,FALSE
1434,Vijayalakshmi Hasumati Nailadi,vhasumati@gmail.com,12-06-2022,TRUE,Female,XYZ School Of Management Studies,Agra,Uttar Pradesh,Graduate,TRUE
1435,Giridhar Saipraasad Surekha,gsaipraasad@gmail.com,21-05-2022,TRUE,Male,XYZ School Of Commerce,Ajmer,Rajasthan,Others,FALSE
1436,Namrata Marichi Neel,nmarichi@gmail.com,04-08-2022,FALSE,Female,XYZ School Of Dental And Medical Science,New Delhi,Delhi,Professional,FALSE
1437,Ronak Shivaprakash,rshivaprakash@gmail.com,08-07-2022,FALSE,Male,XYZ School Of Lifeskills,Dhenkanal,Odisha,Graduate,TRUE
1438,Anagha Shashank,ashashank@gmail.com,02-04-2022,TRUE,Female,XYZ School Of Commerce,Madurai,Tamil Nadu,Postgraduate,TRUE
1439,Kanaka Tirumalai,ktirumalai@gmail.com,27-07-2022,TRUE,Female,XYZ School Of Lifeskills,Aligarh,Uttar Pradesh,Others,TRUE
1440,Anuttam Raguraman,araguraman@gmail.com,14-08-2022,TRUE,Male,XYZ School Of Management Studies,Jabalpur,Madhya Pradesh,Professional,FALSE
1441,Kallol Tandekar,ktandekar@gmail.com,04-08-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Thiruvananthapuram,Kerala,Postgraduate,FALSE
1442,Satindra Kanwar,skanwar@gmail.com,09-09-2022,TRUE,Male,XYZ School Of Engineering,Indore,Madhya Pradesh,Graduate,TRUE
1443,Rahas Kulbhushan Suravinda,rkulbhushan@gmail.com,01-05-2022,TRUE,Male,XYZ Public School,Varanasi,Uttar Pradesh,Grade 6-8,FALSE
1444,Samyak Kurian,skurian@gmail.com,25-02-2022,TRUE,Male,XYZ Public School,Lucknow,Uttar Pradesh,Grade 8-12,FALSE
1445,Maheepati Shailesh,mshailesh@gmail.com,25-08-2022,TRUE,Male,XYZ School Of Management Studies,Pune,Maharashtra,Postgraduate,TRUE
1446,Khalid Sashti,ksashti@gmail.com,22-05-2022,FALSE,Male,XYZ Public School,Bharatpur,Rajasthan,Professional,FALSE
1447,Hemlata Krishnamurthy,hkrishnamurthy@gmail.com,02-02-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bhilai Nagar,Chhattisgarh,Others,FALSE
1448,Akram Phalgun,aphalgun@gmail.com,15-02-2022,TRUE,Male,XYZ School Of Law,Bhiwandi,Maharashtra,Graduate,TRUE
1449,Harini Shrigauri Joardar,hshrigauri@gmail.com,14-02-2022,TRUE,Female,XYZ Public School,Raigarh,Chhattisgarh,Grade 8-12,TRUE
1450,Chandana Yamura,cyamura@gmail.com,07-04-2022,FALSE,Female,XYZ School Of Architecture,Bengaluru,Karnataka,Postgraduate,FALSE
1451,Satyavrat Choughoy,schoughoy@gmail.com,14-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Chennai,Tamil Nadu,Others,TRUE
1452,Bankebihari Monica,bmonica@gmail.com,29-06-2022,TRUE,Male,XYZ School Of Management Studies,Porbandar,Gujarat,Professional,TRUE
1453,Shishirkana Mitanu,smitanu@gmail.com,07-10-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Ahmedabad,Gujarat,Graduate,FALSE
1454,Binata Satyavati,bsatyavati@gmail.com,27-04-2022,FALSE,Female,XYZ School Of Engineering,Pune,Maharashtra,Postgraduate,TRUE
1455,Sarama Rema,srema@gmail.com,17-09-2022,TRUE,Female,XYZ Pu College,Vadodara,Gujarat,Postgraduate,FALSE
1456,Sanjushree Virani,svirani@gmail.com,04-09-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Nashik,Maharashtra,Postgraduate,TRUE
1457,Viral Jayasurya,vjayasurya@gmail.com,07-09-2022,TRUE,Male,XYZ Pu College,Delhi,Delhi,Others,FALSE
1458,Kiranmala Mudigonda,kmudigonda@gmail.com,23-10-2022,FALSE,Female,XYZ Public School,Kanpur,Uttar Pradesh,Grade 6-8,TRUE
1459,Rushil Tuhinsurra Kedia,rtuhinsurra@gmail.com,20-10-2022,FALSE,Male,XYZ School Of Law,Ahmedabad,Gujarat,Postgraduate,FALSE
1460,Sarasija Dwijen,sdwijen@gmail.com,07-04-2022,TRUE,Male,XYZ Public School,Nashik,Maharashtra,Grade 6-8,TRUE
1461,Shreshta Ujjwala,sujjwala@gmail.com,03-05-2022,FALSE,Male,XYZ School Of Management Studies,Ahmednagar,Maharashtra,Professional,FALSE
1462,Jigya Trishna,jtrishna@gmail.com,21-02-2022,TRUE,Female,XYZ School Of Management Studies,Balaghat,Madhya Pradesh,Others,FALSE
1463,Anamika Raychaudhari,araychaudhari@gmail.com,14-06-2022,FALSE,Female,XYZ School Of Law,Bikaner,Rajasthan,Graduate,TRUE
1464,Narayana Soogoor,nsoogoor@gmail.com,26-08-2022,TRUE,Male,XYZ School Of Engineering,Madurai,Tamil Nadu,Postgraduate,FALSE
1465,Disha Cheenu,dcheenu@gmail.com,21-04-2022,FALSE,Female,XYZ School Of Management Studies,Jamnagar,Gujarat,Professional,FALSE
1466,Tanima Nitya Shamir,tnitya@gmail.com,14-02-2022,TRUE,Female,XYZ School Of Law,Jaipur,Rajasthan,Postgraduate,TRUE
1467,Sumeet Visalakshi,svisalakshi@gmail.com,29-05-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Nagpur,Maharashtra,Graduate,TRUE
1468,Shrish Venu,svenu@gmail.com,24-09-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Tirunelveli,Tamil Nadu,Postgraduate,TRUE
1469,Saipratap Mahendra Dharuna,smahendra@gmail.com,25-04-2022,TRUE,Male,XYZ School Of Lifeskills,Tirunelveli,Tamil Nadu,Others,TRUE
1470,Radheya Shrestha,rshrestha@gmail.com,01-04-2022,TRUE,Male,XYZ School Of Management Studies,Kochi,Kerala,Professional,TRUE
1471,Sukanta Nachiketa Sohoni,snachiketa@gmail.com,12-07-2022,FALSE,Male,XYZ Pu College,Bilaspur,Chhattisgarh,Postgraduate,FALSE
1472,Umang Radhabinod,uradhabinod@gmail.com,31-10-2022,FALSE,Male,XYZ Pu College,Raipur,Chhattisgarh,Grade 8-12,TRUE
1473,Kallol Tandekar,ktandekar@gmail.com,03-08-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Agra,Uttar Pradesh,Postgraduate,TRUE
1474,Neelanjana Thangavadivelu,nthangavadivelu@gmail.com,30-09-2022,TRUE,Female,XYZ Pu College,Bengaluru,Karnataka,Graduate,TRUE
1475,Shabab Rabinder,srabinder@gmail.com,30-04-2022,FALSE,Female,XYZ Pu College,Gwalior,Madhya Pradesh,Grade 8-12,TRUE
1476,Gurdayal Snehal Vanchinathan,gsnehal@gmail.com,02-03-2022,FALSE,Male,XYZ Pu College,Bhubaneswar,Odisha,Others,FALSE
1477,Shorashi Kanaklata Prisha,skanaklata@gmail.com,27-10-2022,FALSE,Female,XYZ School Of Commerce,New Delhi,Delhi,Graduate,TRUE
1478,Satindra Kanwar,skanwar@gmail.com,09-09-2022,FALSE,Male,XYZ School Of Lifeskills,Bengaluru,Karnataka,Graduate,TRUE
1479,Maheepati Shailesh,mshailesh@gmail.com,08-05-2022,TRUE,Male,XYZ Public School,Pune,Maharashtra,Grade 6-8,FALSE
1480,Vishnumaya Junanker,vjunanker@gmail.com,28-03-2022,FALSE,Female,XYZ Public School,Moradabad,Uttar Pradesh,Grade 8-12,TRUE
1481,Jaishree Rabinder,jrabinder@gmail.com,27-06-2022,FALSE,Female,XYZ School Of Management Studies,Bilaspur,Chhattisgarh,Professional,TRUE
1482,Charulata Neena,cneena@gmail.com,28-09-2022,TRUE,Female,XYZ School Of Engineering,Bilaspur,Chhattisgarh,Postgraduate,FALSE
1483,Hirendra Mukul,hmukul@gmail.com,01-08-2022,TRUE,Male,XYZ School Of Commerce,Raigarh,Chhattisgarh,Postgraduate,FALSE
1484,Jigya Trishna,jtrishna@gmail.com,20-08-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Jabalpur,Madhya Pradesh,Postgraduate,FALSE
1485,Samhita Chhachhi,schhachhi@gmail.com,14-09-2022,FALSE,Female,XYZ Public School,Bharatpur,Rajasthan,Grade 8-12,FALSE
1486,Umesh Salagame,usalagame@gmail.com,27-03-2022,FALSE,Male,XYZ School Of Lifeskills,Porbandar,Gujarat,Postgraduate,TRUE
1487,Jigya Trishna,jtrishna@gmail.com,26-07-2022,FALSE,Female,XYZ School Of Management Studies,New Delhi,Delhi,Professional,TRUE
1488,Dharitri Agarkar,dagarkar@gmail.com,23-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Gwalior,Madhya Pradesh,Graduate,TRUE
1489,Neelambar Ranhotra,nranhotra@gmail.com,19-10-2022,FALSE,Male,XYZ School Of Law,Jabalpur,Madhya Pradesh,Others,TRUE
1490,Madhulata Punnoose,mpunnoose@gmail.com,02-09-2022,TRUE,Female,XYZ Public School,Bhiwandi,Maharashtra,Grade 6-8,TRUE
